ObsId,RA,DEC,THETA,POS_ERR,SIGNIFICANCE,gaia_match,archival_match,chandra_match,erosita_match,ned_match,simbad_match,vizier_match,xray-binaries_match
2197,198.8315229852315,42.05064535503274,5.818012426254178,0.05025974784354654,507.05328369140625,no,yes,no,no,no,unknown,no,no
3004,208.5831655606852,32.92995021377255,0.5476770914303157,0.020678687000245347,612.6937866210938,yes,no,yes,no,no,unknown,no,yes
3009,3.659156444391707,79.22681556872566,5.795146039998316,0.5069342311056255,9.973952293395996,yes,no,no,no,no,unknown,yes,no
3013,170.78496481714018,1.6453819556344587,3.5548031269935785,0.1980735597764214,11.0586519241333,no,no,no,no,no,unknown,yes,no
3956,146.4858752004965,-14.405102063238587,4.12044198082104,0.19163380221059823,24.59568214416504,yes,yes,no,no,no,unknown,yes,no
3987,186.41480870773117,24.976765168487262,1.1645910743459087,0.0158407122731525,992.0509033203125,yes,no,no,no,no,unknown,yes,no
4004,301.961593900382,59.6361155061092,0.3296019049958174,0.01211370265415415,1333.70849609375,yes,no,no,no,no,unknown,no,yes
4054,204.56612168607043,4.542670545410006,0.5386217586714195,0.006792287037669016,3091.5302734375,yes,yes,yes,no,no,unknown,no,yes
4130,248.1329997335467,82.53785411086876,0.519454048190819,0.005937911112155698,3162.566650390625,yes,yes,yes,no,no,unknown,no,yes
4814,172.9648630264153,-12.53287812737095,0.8318661256622547,0.023734665927993212,898.4038696289062,yes,no,yes,no,no,unknown,no,no
4871,174.74411742032893,-1.9615569731505034,4.306098641716545,0.09948776603849296,67.37773895263672,yes,no,no,yes,no,unknown,yes,no
4877,187.2778807124355,2.0523683635222443,0.6231820369755188,0.012623005955879405,1763.994873046875,yes,yes,yes,no,no,unknown,yes,no
4878,187.27789761213316,2.052457312384769,1.0020189231850516,0.013358658316068308,1772.874755859375,yes,unknown,yes,no,no,unknown,yes,no
4879,187.2778676818693,2.0524363138576325,1.0285213585084017,0.011005669753542143,1814.206298828125,yes,yes,yes,no,no,unknown,yes,no
5709,301.3791574652325,77.87870720795769,0.5279900452704254,0.008680814795492906,1754.29736328125,yes,yes,no,no,no,unknown,yes,no
5736,180.73718030649053,-20.934225023064368,0.31557811926884227,0.011676555681572741,1178.40283203125,yes,yes,no,no,no,unknown,unknown,yes
6842,146.93818785174972,7.422334485513599,1.6919587296391503,0.01367756959434192,1110.9952392578125,yes,no,yes,no,no,unknown,no,no
6858,229.5001370677526,42.64048933576878,6.299749606132845,0.6505721041667569,9.47217845916748,yes,no,no,no,yes,unknown,yes,no
6903,209.26850688865898,19.31874527873117,0.25906766507518,0.005206803453249208,3372.8642578125,yes,yes,yes,no,yes,unknown,yes,no
7303,209.26853328821213,19.318739147511852,0.26159953830118743,0.005369380943689482,3126.596435546875,yes,yes,yes,no,yes,unknown,yes,no
7798,201.36521766678598,-43.01916145937981,4.792885859494572,0.013477447078833318,1301.860595703125,no,yes,yes,no,no,unknown,no,yes
7799,201.3652301762225,-43.01915219536183,4.788530951218936,0.012834743282650572,1367.42431640625,no,yes,yes,no,no,unknown,no,yes
